Time (s),"""C18""","""C17""","""C16""","""C15"""
-0.00017260000000000002,1.2000000000000002,3.6,1.2000000000000002,1.2000000000000002
-0.00017250000000000002,0.4,0.4,1.2000000000000002,1.2000000000000002
-0.00017240000000000002,0.4,2.0,1.2000000000000002,-1.2000000000000002
-0.00017230000000000001,-0.4,1.2000000000000002,-0.4,0.4
-0.0001722,1.2000000000000002,2.8000000000000003,1.2000000000000002,3.6
-0.0001721,-1.2000000000000002,-0.4,-3.6,-1.2000000000000002
-0.000172,0.4,1.2000000000000002,2.8000000000000003,0.4
-0.0001719,0.4,1.2000000000000002,0.4,2.0
-0.0001718,1.2000000000000002,-0.4,-0.4,-2.8000000000000003
-0.0001717,2.8000000000000003,-0.4,0.4,-0.4
-0.0001716,0.4,-1.2000000000000002,0.4,2.0
-0.00017150000000000002,1.2000000000000002,2.8000000000000003,2.0,-1.2000000000000002
-0.00017140000000000002,2.8000000000000003,3.6,0.4,2.0
-0.00017130000000000002,0.4,0.4,-2.0,2.8000000000000003
-0.00017120000000000001,-0.4,2.0,-0.4,2.0
-0.0001711,0.4,0.4,-0.4,2.8000000000000003
-0.000171,0.4,1.2000000000000002,0.4,1.2000000000000002
-0.0001709,-1.2000000000000002,0.4,-1.2000000000000002,0.4
-0.0001708,-0.4,2.0,1.2000000000000002,0.4
-0.0001707,0.4,-0.4,2.0,-0.4
-0.0001706,-1.2000000000000002,-0.4,1.2000000000000002,-1.2000000000000002
-0.00017050000000000002,-0.4,2.0,-0.4,0.4
-0.00017040000000000002,0.4,2.0,1.2000000000000002,1.2000000000000002
-0.00017030000000000002,1.2000000000000002,0.4,-0.4,1.2000000000000002
-0.00017020000000000002,-1.2000000000000002,1.2000000000000002,2.8000000000000003,1.2000000000000002
-0.00017010000000000001,-1.2000000000000002,1.2000000000000002,1.2000000000000002,2.8000000000000003
-0.00017,1.2000000000000002,0.4,-0.4,0.4
-0.0001699,-0.4,3.6,2.0,0.4
-0.0001698,2.0,2.0,2.8000000000000003,0.4
-0.0001697,0.4,0.4,2.0,2.0
-0.0001696,2.0,0.4,1.2000000000000002,2.8000000000000003
-0.0001695,-1.2000000000000002,-1.2000000000000002,2.0,0.4
-0.0001694,-1.2000000000000002,1.2000000000000002,2.0,-0.4
-0.0001693,-2.0,-0.4,1.2000000000000002,2.0
-0.00016920000000000002,-1.2000000000000002,0.4,1.2000000000000002,-2.0
-0.00016910000000000002,-0.4,2.0,1.2000000000000002,1.2000000000000002
-0.00016900000000000002,0.4,-1.2000000000000002,1.2000000000000002,-2.0
-0.0001689,-1.2000000000000002,2.0,0.4,0.4
-0.0001688,-0.4,0.4,2.0,1.2000000000000002
-0.0001687,2.0,0.4,-0.4,0.4
-0.0001686,2.8000000000000003,1.2000000000000002,1.2000000000000002,0.4
-0.0001685,-1.2000000000000002,0.4,-1.2000000000000002,0.4
-0.00016840000000000003,-0.4,1.2000000000000002,0.4,1.2000000000000002
-0.00016830000000000003,-0.4,2.8000000000000003,-1.2000000000000002,-1.2000000000000002
-0.00016820000000000002,0.4,0.4,-1.2000000000000002,1.2000000000000002
-0.00016810000000000002,-1.2000000000000002,1.2000000000000002,1.2000000000000002,-1.2000000000000002
-0.00016800000000000002,0.4,0.4,-0.4,-0.4
-0.00016790000000000002,-2.8000000000000003,1.2000000000000002,1.2000000000000002,-0.4
-0.0001678,1.2000000000000002,0.4,-1.2000000000000002,2.0
-0.0001677,0.4,2.0,2.0,-0.4
-0.0001676,0.4,-2.0,1.2000000000000002,0.4
-0.0001675,-1.2000000000000002,2.0,1.2000000000000002,1.2000000000000002
-0.0001674,-0.4,2.0,2.8000000000000003,1.2000000000000002
-0.0001673,-0.4,2.8000000000000003,3.6,-2.0
-0.0001672,0.4,1.2000000000000002,1.2000000000000002,4.4
-0.0001671,-0.4,2.0,2.8000000000000003,0.4
-0.00016700000000000002,-2.8000000000000003,-0.4,2.0,1.2000000000000002
-0.00016690000000000002,2.0,0.4,-0.4,2.0
-0.00016680000000000002,0.4,0.4,-1.2000000000000002,-0.4
-0.0001667,-0.4,-0.4,2.8000000000000003,-2.0
-0.0001666,0.4,2.8000000000000003,1.2000000000000002,1.2000000000000002
-0.0001665,-1.2000000000000002,1.2000000000000002,1.2000000000000002,3.6
-0.0001664,-0.4,2.0,1.2000000000000002,2.8000000000000003
-0.0001663,0.4,-0.4,3.6,2.8000000000000003
-0.0001662,-0.4,0.4,0.4,-1.2000000000000002
-0.00016610000000000003,-0.4,2.0,0.4,1.2000000000000002
-0.00016600000000000002,-0.4,2.0,-0.4,2.8000000000000003
-0.00016590000000000002,-2.8000000000000003,2.8000000000000003,0.4,-1.2000000000000002
-0.00016580000000000002,-1.2000000000000002,2.8000000000000003,-0.4,-1.2000000000000002
-0.00016570000000000002,-0.4,-0.4,1.2000000000000002,-0.4
-0.00016560000000000001,0.4,0.4,-1.2000000000000002,-1.2000000000000002
-0.0001655,0.4,2.0,-1.2000000000000002,2.0
-0.0001654,2.0,3.6,-0.4,3.6
-0.0001653,0.4,1.2000000000000002,1.2000000000000002,2.0
-0.0001652,-2.0,1.2000000000000002,0.4,2.8000000000000003
-0.0001651,-0.4,1.2000000000000002,2.0,0.4
-0.000165,0.4,1.2000000000000002,1.2000000000000002,0.4
-0.0001649,-0.4,1.2000000000000002,0.4,1.2000000000000002
-0.0001648,0.4,1.2000000000000002,1.2000000000000002,-0.4
-0.00016470000000000002,-2.0,1.2000000000000002,1.2000000000000002,-0.4
-0.00016460000000000002,0.4,0.4,0.4,0.4
-0.00016450000000000001,0.4,0.4,2.8000000000000003,0.4
-0.0001644,-2.0,0.4,2.0,0.4
-0.0001643,-3.6,3.6,0.4,-1.2000000000000002
-0.0001642,0.4,-0.4,-1.2000000000000002,1.2000000000000002
-0.0001641,-2.0,-2.0,-0.4,2.0
-0.000164,-1.2000000000000002,-1.2000000000000002,2.0,-2.0
-0.00016390000000000003,-1.2000000000000002,2.0,-0.4,1.2000000000000002
-0.00016380000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,2.0
-0.00016370000000000002,2.8000000000000003,1.2000000000000002,2.0,-1.2000000000000002
-0.00016360000000000002,-1.2000000000000002,0.4,1.2000000000000002,0.4
-0.00016350000000000002,-0.4,1.2000000000000002,0.4,0.4
-0.00016340000000000001,-1.2000000000000002,2.0,0.4,0.4
-0.0001633,1.2000000000000002,4.4,-1.2000000000000002,0.4
-0.0001632,1.2000000000000002,-2.0,-0.4,0.4
-0.0001631,-0.4,0.4,2.8000000000000003,1.2000000000000002
-0.000163,-1.2000000000000002,-0.4,-1.2000000000000002,1.2000000000000002
-0.0001629,0.4,0.4,0.4,1.2000000000000002
-0.0001628,0.4,0.4,1.2000000000000002,-2.8000000000000003
-0.0001627,0.4,1.2000000000000002,0.4,-1.2000000000000002
-0.0001626,-1.2000000000000002,3.6,-0.4,0.4
-0.00016250000000000002,-2.0,2.0,-1.2000000000000002,-0.4
-0.00016240000000000002,0.4,2.8000000000000003,1.2000000000000002,-0.4
-0.00016230000000000001,-0.4,0.4,1.2000000000000002,0.4
-0.0001622,2.0,-2.0,2.0,1.2000000000000002
-0.0001621,-2.0,-2.0,-1.2000000000000002,1.2000000000000002
-0.000162,-0.4,1.2000000000000002,0.4,1.2000000000000002
-0.0001619,0.4,1.2000000000000002,-0.4,1.2000000000000002
-0.0001618,-0.4,1.2000000000000002,0.4,0.4
-0.00016170000000000003,0.4,-0.4,1.2000000000000002,-1.2000000000000002
-0.00016160000000000002,2.0,2.0,2.0,2.8000000000000003
-0.00016150000000000002,-0.4,1.2000000000000002,0.4,-0.4
-0.00016140000000000002,-1.2000000000000002,0.4,0.4,1.2000000000000002
-0.00016130000000000002,2.0,2.0,2.0,0.4
-0.00016120000000000002,1.2000000000000002,1.2000000000000002,-0.4,0.4
-0.0001611,-0.4,0.4,1.2000000000000002,0.4
-0.000161,1.2000000000000002,2.0,-1.2000000000000002,1.2000000000000002
-0.0001609,-0.4,1.2000000000000002,-1.2000000000000002,-0.4
-0.0001608,0.4,2.0,-1.2000000000000002,0.4
-0.0001607,-0.4,0.4,-1.2000000000000002,0.4
-0.0001606,0.4,1.2000000000000002,2.8000000000000003,-0.4
-0.0001605,0.4,-1.2000000000000002,2.0,-1.2000000000000002
-0.0001604,1.2000000000000002,2.8000000000000003,-1.2000000000000002,-2.8000000000000003
-0.00016030000000000002,0.4,1.2000000000000002,1.2000000000000002,1.2000000000000002
-0.00016020000000000002,-1.2000000000000002,1.2000000000000002,-0.4,1.2000000000000002
-0.00016010000000000002,1.2000000000000002,1.2000000000000002,2.0,-2.0
-0.00016,0.4,2.0,0.4,-0.4
-0.0001599,2.0,1.2000000000000002,0.4,1.2000000000000002
-0.0001598,1.2000000000000002,-1.2000000000000002,2.0,-0.4
-0.0001597,0.4,0.4,0.4,-4.4
-0.0001596,2.0,2.0,-0.4,-2.0
-0.00015950000000000003,0.4,1.2000000000000002,-1.2000000000000002,-1.2000000000000002
-0.00015940000000000003,0.4,1.2000000000000002,2.0,-1.2000000000000002
-0.00015930000000000002,-0.4,2.0,1.2000000000000002,2.0
-0.00015920000000000002,-2.8000000000000003,-0.4,-0.4,0.4
-0.00015910000000000002,1.2000000000000002,1.2000000000000002,0.4,0.4
-0.00015900000000000002,0.4,5.2,0.4,0.4
-0.0001589,0.4,1.2000000000000002,1.2000000000000002,2.0
-0.0001588,-1.2000000000000002,0.4,2.0,-2.0
